ConAddressID,ConstituentID,AddressTypeID,DisplayName2,StreetLine1,StreetLine2,StreetLine3,City,State,CountryID,BeginDate,EndDate,Remarks,ConAddressURI
155733,85,5,7-Mar-24,NULL,NULL,NULL,Edinburgh,NULL,26,1924,1924,"55.9483278596, -3.21909061829",http://pic.nypl.org/address/155733
155734,85,6,22-Apr-05,NULL,NULL,NULL,London,NULL,12,2005,2005,"51.4999947297, -0.11672184386",http://pic.nypl.org/address/155734
156769,143,5,1946,NULL,NULL,NULL,London,NULL,12,1946,1946,"51.4999947297, -0.11672184386",http://pic.nypl.org/address/156769
156147,144,5,1966,NULL,NULL,NULL,Glasgow,NULL,26,1966,1966,"55.8744047232, -4.25070723613",http://pic.nypl.org/address/156147
60139,145,7,1970s-2010s,NULL,NULL,NULL,New York,NY,1,1970,2019,"40.7127, -74.0059",http://pic.nypl.org/address/60139
60140,145,5,1950,NULL,NULL,NULL,NULL,NULL,39,1950,1950,"52.077, 5.389",http://pic.nypl.org/address/60140
155681,146,5,25-May-58,NULL,NULL,NULL,La Clayette,NULL,9,1958,1958,"46.2906, 4.3056",http://pic.nypl.org/address/155681
111242,148,5,1945,NULL,NULL,NULL,Bristol,NULL,12,1945,1945,"51.45, -2.583333",http://pic.nypl.org/address/111242
111243,155,5,1925,NULL,NULL,NULL,NULL,NULL,430,1925,1925,"0, 0",http://pic.nypl.org/address/111243
111244,155,6,2006,NULL,NULL,NULL,NULL,NULL,430,2006,2006,"0, 0",http://pic.nypl.org/address/111244
221662,162,7,1970s-2010s,NULL,NULL,NULL,Bronx,NY,1,1970,2019,"40.8373, -73.886",http://pic.nypl.org/address/221662
185067,175,7,1970s,NULL,NULL,NULL,NULL,NULL,430,1970,1979,"0, 0",http://pic.nypl.org/address/185067
9361,177,2,1976,1375 Ocean Avenue,NULL,NULL,Brooklyn,NY,1,1976,1976,"40.628666, -73.956979",http://pic.nypl.org/address/9361
111245,195,5,1927,NULL,NULL,NULL,NULL,NULL,430,1927,1927,"0, 0",http://pic.nypl.org/address/111245
156786,237,5,18-Sep-65,NULL,NULL,NULL,Providence,RI,1,1965,1965,"41.8211023143, -71.4149796973",http://pic.nypl.org/address/156786
111246,242,5,14-Mar-53,NULL,NULL,NULL,New York,NY,1,1953,1953,"40.7127, -74.0059",http://pic.nypl.org/address/111246
177307,242,7,2010s,NULL,NULL,NULL,Paris,NULL,9,2010,2019,"48.8567, 2.3508",http://pic.nypl.org/address/177307
85538,257,5,"June 23, 1873",NULL,NULL,NULL,Manheim,PA,1,1873,1873,"40.16343, -76.39496",http://pic.nypl.org/address/85538
85539,257,7,1901-1911,NULL,NULL,NULL,Stockton,CA,1,1901,1911,"37.9581339712, -121.289739016",http://pic.nypl.org/address/85539
85540,257,6,27-Aug-63,NULL,NULL,NULL,Oakland,CA,1,1963,1963,"37.7689207144, -122.221103355",http://pic.nypl.org/address/85540
85541,257,7,1890s,NULL,NULL,NULL,Philadelphia,PA,1,1890,1899,"39.95, -75.166667",http://pic.nypl.org/address/85541
85542,257,7,1911-1915,NULL,NULL,NULL,Alameda,CA,1,1911,1915,"37.756111, -122.274444",http://pic.nypl.org/address/85542
85543,257,7,1915-1963,NULL,NULL,NULL,Oakland,CA,1,1915,1963,"37.7689207144, -122.221103355",http://pic.nypl.org/address/85543
111247,261,5,1936,NULL,NULL,NULL,Bronx,NY,1,1936,1936,"40.8373, -73.886",http://pic.nypl.org/address/111247
155678,264,5,1947,NULL,NULL,NULL,New York,NY,1,1947,1947,"40.7127, -74.0059",http://pic.nypl.org/address/155678
111248,268,5,1954,NULL,NULL,NULL,NULL,NULL,430,1954,1954,"0, 0",http://pic.nypl.org/address/111248
162546,273,5,1959,NULL,NULL,NULL,Tokyo,NULL,5,1959,1959,"35.683333, 139.683333",http://pic.nypl.org/address/162546
111249,305,5,1947,NULL,NULL,NULL,NULL,NULL,430,1947,1947,"0, 0",http://pic.nypl.org/address/111249
95515,308,5,"December 12, 1863",NULL,NULL,NULL,Løten,NULL,22,1863,1863,"60.825278, 11.390833",http://pic.nypl.org/address/95515
95516,308,6,23-Jan-44,NULL,NULL,NULL,Ekely,NULL,22,1944,1944,"59.922087, 10.683861",http://pic.nypl.org/address/95516
156572,316,5,1919,NULL,NULL,NULL,Montevideo,NULL,63,1919,1919,"-34.8580415662, -56.1710522884",http://pic.nypl.org/address/156572
176698,316,6,2013,NULL,NULL,NULL,NULL,NULL,430,2013,2013,"0, 0",http://pic.nypl.org/address/176698
160152,347,5,1938,NULL,NULL,NULL,NULL,NULL,430,1938,1938,"0, 0",http://pic.nypl.org/address/160152
156136,349,5,8-Dec-29,NULL,NULL,NULL,Baden,NULL,2,1929,1929,"48.003333, 16.231111",http://pic.nypl.org/address/156136
156237,361,5,5-Mar-40,NULL,NULL,NULL,Uki,NULL,5,1940,1940,"32.645, 130.686389",http://pic.nypl.org/address/156237
155727,377,5,1941,NULL,NULL,NULL,Luton,NULL,12,1941,1941,"51.9, -0.433333",http://pic.nypl.org/address/155727
155728,377,6,2011,NULL,NULL,NULL,New York,NY,1,2011,2011,"40.7127, -74.0059",http://pic.nypl.org/address/155728
155729,377,7,1969-2011,NULL,NULL,NULL,New York,NY,1,1969,2011,"40.7127, -74.0059",http://pic.nypl.org/address/155729
154955,381,5,1971,NULL,NULL,NULL,Wigan,NULL,12,1971,1971,"53.5448, -2.6318",http://pic.nypl.org/address/154955
154956,381,7,1990s-2010s,NULL,NULL,NULL,London,Greater London,12,1990,2019,"51.4999947297, -0.11672184386",http://pic.nypl.org/address/154956
155634,383,5,1966,NULL,NULL,NULL,Nottingham,NULL,12,1966,1966,"52.95, -1.133333",http://pic.nypl.org/address/155634
111250,387,5,1968,NULL,NULL,NULL,Leeds,NULL,12,1968,1968,"53.799722, -1.549167",http://pic.nypl.org/address/111250
177405,387,7,2010s,NULL,NULL,NULL,London,NULL,12,2010,2019,"51.507222, -0.1275",http://pic.nypl.org/address/177405
156140,391,5,1963,NULL,NULL,NULL,London,NULL,12,1963,1963,"51.507222, -0.1275",http://pic.nypl.org/address/156140
156141,391,7,2000s,NULL,NULL,NULL,London,NULL,12,2000,2009,"51.507222, -0.1275",http://pic.nypl.org/address/156141
93960,392,7,1960s,NULL,NULL,NULL,London,Greater London,12,1960,1969,"51.4999947297, -0.11672184386",http://pic.nypl.org/address/93960
111251,405,5,1941,NULL,NULL,NULL,Büren an der Aare,NULL,8,1941,1941,"47.133333, 7.366667",http://pic.nypl.org/address/111251
156774,407,5,22-Sep-70,NULL,NULL,NULL,Johannesburg,NULL,19,1970,1970,"-26.204444, 28.045556",http://pic.nypl.org/address/156774
156775,407,7,2000s,NULL,NULL,NULL,Bozeman,MT,1,2000,2009,"45.6800915721, -111.037832481",http://pic.nypl.org/address/156775
179198,426,5,31-May-23,NULL,NULL,NULL,Newburgh,NY,1,1923,1923,"41.519722, -74.021389",http://pic.nypl.org/address/179198
179199,426,6,27-Dec-15,NULL,NULL,NULL,Spencertown,NY,1,2015,2015,"42.323333, -73.545833",http://pic.nypl.org/address/179199
111252,427,5,1945,NULL,NULL,NULL,NULL,NULL,430,1945,1945,"0, 0",http://pic.nypl.org/address/111252
111253,430,5,22-Oct-25,NULL,NULL,NULL,Port Arthur,TX,1,1925,1925,"29.8989876496, -93.9285925718",http://pic.nypl.org/address/111253
111254,430,6,12-May-08,NULL,NULL,NULL,Captiva,FL,1,2008,2008,"26.518056, -82.191111",http://pic.nypl.org/address/111254
111255,432,5,1937,NULL,NULL,NULL,Omaha,NE,1,1937,1937,"41.2400008332, -96.0099900734",http://pic.nypl.org/address/111255
161259,433,5,2-Nov-39,NULL,NULL,NULL,San Francisco,CA,1,1939,1939,"37.783333, -122.416667",http://pic.nypl.org/address/161259
160293,441,5,1947,NULL,NULL,NULL,NULL,NULL,430,1947,1947,"0, 0",http://pic.nypl.org/address/160293
111256,446,5,18-Mar-59,NULL,NULL,NULL,Paris,NULL,9,1959,1959,"48.8567, 2.3508",http://pic.nypl.org/address/111256
111257,455,5,1875,NULL,NULL,NULL,NULL,NULL,430,1875,1875,"0, 0",http://pic.nypl.org/address/111257
111258,455,6,1963,NULL,NULL,NULL,NULL,NULL,430,1963,1963,"0, 0",http://pic.nypl.org/address/111258
111259,460,5,1914,NULL,NULL,NULL,NULL,NULL,430,1914,1914,"0, 0",http://pic.nypl.org/address/111259
111260,470,5,1932,NULL,NULL,NULL,NULL,NULL,430,1932,1932,"0, 0",http://pic.nypl.org/address/111260
222303,474,5,1963,NULL,NULL,NULL,NULL,NULL,430,1963,1963,"0, 0",http://pic.nypl.org/address/222303
111261,485,5,"November 1, 1889",NULL,NULL,NULL,Gotha,NULL,3,1889,1889,"50.948889, 10.718333",http://pic.nypl.org/address/111261
111262,485,6,31-May-78,NULL,NULL,NULL,Berlin,NULL,3,1978,1978,"52.516667, 13.383333",http://pic.nypl.org/address/111262
161632,485,7,1920s,NULL,NULL,NULL,NULL,NULL,39,1920,1929,"52.316667, 5.55",http://pic.nypl.org/address/161632
161633,485,7,1930s-1978,NULL,NULL,NULL,Berlin,NULL,3,1930,1978,"52.516667, 13.383333",http://pic.nypl.org/address/161633
161251,489,5,10-Feb-42,NULL,NULL,NULL,Bronx,NY,1,1942,1942,"40.8373, -73.886",http://pic.nypl.org/address/161251
156724,490,5,23-Mar-36,NULL,NULL,NULL,Piraeus,NULL,57,1936,1936,"37.95, 23.633333",http://pic.nypl.org/address/156724
156725,490,7,1956-2010s,NULL,NULL,NULL,Rome,NULL,4,1956,2019,"41.8959556265, 12.4832584215",http://pic.nypl.org/address/156725
221563,490,6,16-Feb-17,NULL,NULL,NULL,Rome,NULL,4,2017,2017,"41.8959556265, 12.4832584215",http://pic.nypl.org/address/221563
156187,503,5,15-Aug-22,NULL,NULL,NULL,New Brunswick,NJ,1,1922,1922,"40.48622, -74.45182",http://pic.nypl.org/address/156187
156188,503,6,3-Jun-00,NULL,NULL,NULL,Northampton,MA,1,2000,2000,"42.333333, -72.65",http://pic.nypl.org/address/156188
156208,515,5,13-Dec-07,NULL,NULL,NULL,Washington,DC,1,1907,1907,"38.8995493765, -77.0094185808",http://pic.nypl.org/address/156208
156209,515,6,7-Oct-91,NULL,NULL,NULL,Washington,DC,1,1991,1991,"38.8995493765, -77.0094185808",http://pic.nypl.org/address/156209
7071,520,7,1930s-1940s,NULL,NULL,NULL,New York,NY,1,1930,1949,"40.7127, -74.0059",http://pic.nypl.org/address/7071
111263,520,5,8-Jul-00,NULL,NULL,NULL,Buffalo,KS,1,1900,1900,"37.709444, -95.696944",http://pic.nypl.org/address/111263
111264,520,6,17-Aug-92,NULL,NULL,NULL,Sleepy Hollow,NY,1,1992,1992,"41.091944, -73.864444",http://pic.nypl.org/address/111264
156815,552,5,14-Mar-03,NULL,NULL,NULL,New York,NY,1,1903,1903,"40.7127, -74.0059",http://pic.nypl.org/address/156815
156816,552,7,1930s-1990s,NULL,NULL,NULL,Provincetown,MA,1,1930,1999,"42.05844, -70.17864",http://pic.nypl.org/address/156816
156817,552,6,19-Jul-92,NULL,NULL,NULL,Hyannis,MA,1,1992,1992,"41.65289, -70.2828",http://pic.nypl.org/address/156817
157687,610,5,21-Apr-30,NULL,NULL,NULL,Hannover,NULL,3,1930,1930,"52.366667, 9.716667",http://pic.nypl.org/address/157687
157688,610,6,5-Jun-98,NULL,NULL,NULL,Basel,NULL,8,1998,1998,"47.5803890168, 7.59001704777",http://pic.nypl.org/address/157688
8220,649,7,1980s-2010s,NULL,NULL,NULL,Brooklyn,NY,1,1980,2019,"40.692778, -73.990278",http://pic.nypl.org/address/8220
111265,649,5,1960,NULL,NULL,NULL,Brooklyn,NY,1,1960,1960,"40.692778, -73.990278",http://pic.nypl.org/address/111265
111266,660,5,1940,NULL,NULL,NULL,New York,NY,1,1940,1940,"40.7127, -74.0059",http://pic.nypl.org/address/111266
111267,671,5,1922,NULL,NULL,NULL,NULL,NULL,430,1922,1922,"0, 0",http://pic.nypl.org/address/111267
111268,671,6,2011,NULL,NULL,NULL,NULL,NULL,430,2011,2011,"0, 0",http://pic.nypl.org/address/111268
13295,704,7,1970s,NULL,NULL,NULL,NULL,NULL,50,1970,1979,"26.494, 29.872",http://pic.nypl.org/address/13295
111269,704,5,1921,NULL,NULL,NULL,NULL,NULL,430,1921,1921,"0, 0",http://pic.nypl.org/address/111269
111270,704,6,2006,NULL,NULL,NULL,NULL,NULL,430,2006,2006,"0, 0",http://pic.nypl.org/address/111270
155193,721,5,1810,NULL,NULL,NULL,Portsmouth,NH,1,1810,1810,"43.075556, -70.760556",http://pic.nypl.org/address/155193
155194,721,7,1860s-1870,NULL,NULL,NULL,Boston,MA,1,1860,1870,"42.358056, -71.063611",http://pic.nypl.org/address/155194
155195,721,6,"October 8, 1870",NULL,NULL,NULL,Boston,MA,1,1870,1870,"42.358056, -71.063611",http://pic.nypl.org/address/155195
155201,721,2,1839-1840,136 Nassau Street,NULL,NULL,New York,NY,1,1839,1840,"40.7127, -74.0059",http://pic.nypl.org/address/155201
111271,734,5,18-Nov-33,NULL,NULL,NULL,McPherson,KS,1,1933,1933,"38.37084, -97.66421",http://pic.nypl.org/address/111271
111272,734,6,7-Jul-08,NULL,NULL,NULL,San Francisco,CA,1,2008,2008,"37.783333, -122.416667",http://pic.nypl.org/address/111272
160058,737,5,1924,NULL,NULL,NULL,NULL,NULL,430,1924,1924,"0, 0",http://pic.nypl.org/address/160058
162362,743,5,15-Aug-37,NULL,NULL,NULL,El Paso,TX,1,1937,1937,"31.790278, -106.423333",http://pic.nypl.org/address/162362
111273,761,5,8-Nov-48,NULL,NULL,NULL,Milwaukee,WI,1,1948,1948,"43.05, -87.95",http://pic.nypl.org/address/111273
159991,780,5,1907,NULL,NULL,NULL,Los Angeles,CA,1,1907,1907,"34.05, -118.25",http://pic.nypl.org/address/159991
160744,780,6,1965,NULL,NULL,NULL,Sausalito,CA,1,1965,1965,"37.8581429181608, -122.491593260468",http://pic.nypl.org/address/160744
156214,830,5,"March 14, 1898",NULL,NULL,NULL,Paris,NULL,9,1898,1898,"48.8567, 2.3508",http://pic.nypl.org/address/156214
156215,830,6,3-Jul-54,NULL,NULL,NULL,Dorset,VT,1,1954,1954,"43.266667, -73.066667",http://pic.nypl.org/address/156215
111274,832,5,1965,NULL,NULL,NULL,NULL,NULL,430,1965,1965,"0, 0",http://pic.nypl.org/address/111274
160207,834,5,1942,NULL,NULL,NULL,NULL,NULL,430,1942,1942,"0, 0",http://pic.nypl.org/address/160207
156789,836,5,1951,NULL,NULL,NULL,Houston,TX,1,1951,1951,"29.8199743846, -95.3399792905",http://pic.nypl.org/address/156789
111275,863,5,1890,NULL,NULL,NULL,Pochinok,Smolensk,27,1890,1890,"54.4, 32.45",http://pic.nypl.org/address/111275
111276,863,6,1941,NULL,NULL,NULL,Moscow,NULL,27,1941,1941,"55.75, 37.616667",http://pic.nypl.org/address/111276
111277,864,5,1956,NULL,NULL,NULL,Lima,OH,1,1956,1956,"40.7428735545, -84.1052645281",http://pic.nypl.org/address/111277
221689,865,5,1946,NULL,NULL,NULL,NULL,NULL,430,1946,1946,"0, 0",http://pic.nypl.org/address/221689
221920,873,5,1967,NULL,NULL,NULL,Haifa,NULL,49,1967,1967,"32.816667, 34.983333",http://pic.nypl.org/address/221920
111278,903,5,1954,NULL,NULL,NULL,Krefeld,NULL,3,1954,1954,"51.333333, 6.566667",http://pic.nypl.org/address/111278
154516,906,5,"October  25,1881",NULL,NULL,NULL,Málaga,NULL,14,1881,1881,"36.7204059032, -4.41999922832",http://pic.nypl.org/address/154516
154517,906,6,8-Apr-73,NULL,NULL,NULL,Mougins,NULL,9,1973,1973,"43.6008, 6.9956",http://pic.nypl.org/address/154517
156801,908,5,1938,NULL,NULL,NULL,Riga,NULL,109,1938,1938,"56.948889, 24.106389",http://pic.nypl.org/address/156801
156765,924,5,1937,NULL,NULL,NULL,Cincinnati,OH,1,1937,1937,"39.161884785, -84.4569226499",http://pic.nypl.org/address/156765
155989,925,5,1945,NULL,NULL,NULL,NULL,NULL,430,1945,1945,"0, 0",http://pic.nypl.org/address/155989
135089,926,5,1947,NULL,NULL,NULL,NULL,NULL,430,1947,1947,"0, 0",http://pic.nypl.org/address/135089
160770,946,5,1966,NULL,NULL,NULL,NULL,Kent,12,1966,1966,"51.19, 0.73",http://pic.nypl.org/address/160770
161098,946,6,2008,NULL,NULL,NULL,Bridge of Orchy,NULL,26,2008,2008,"56.5179, -4.7705",http://pic.nypl.org/address/161098
111279,948,5,1955,NULL,NULL,NULL,NULL,NULL,430,1955,1955,"0, 0",http://pic.nypl.org/address/111279
160783,952,5,1967,NULL,NULL,NULL,NULL,NULL,430,1967,1967,"0, 0",http://pic.nypl.org/address/160783
221543,955,5,13-Jun-66,NULL,NULL,NULL,London,NULL,12,1966,1966,"51.507222, -0.1275",http://pic.nypl.org/address/221543
221842,956,5,1967,NULL,NULL,NULL,Tel Aviv,NULL,49,1967,1967,"32.066667, 34.783333",http://pic.nypl.org/address/221842
111280,960,5,1934,NULL,NULL,NULL,Aberdeen,NULL,26,1934,1934,"57.1703979687, -2.07998702128",http://pic.nypl.org/address/111280
111281,968,5,1967,NULL,NULL,NULL,London,NULL,12,1967,1967,"51.507222, -0.1275",http://pic.nypl.org/address/111281
156247,973,5,3-Jul-63,NULL,NULL,NULL,Croydon,NULL,12,1963,1963,"51.3727, -0.1099",http://pic.nypl.org/address/156247
111282,974,5,1948,NULL,NULL,NULL,Tuttlingen,NULL,3,1948,1948,"47.985, 8.823333",http://pic.nypl.org/address/111282
159818,990,5,1814,NULL,NULL,NULL,NULL,NULL,430,1814,1814,"0, 0",http://pic.nypl.org/address/159818
159895,990,6,1875,NULL,NULL,NULL,NULL,NULL,430,1875,1875,"0, 0",http://pic.nypl.org/address/159895
111283,997,5,1798,NULL,NULL,NULL,NULL,NULL,430,1798,1798,"0, 0",http://pic.nypl.org/address/111283
111284,997,6,1863,NULL,NULL,NULL,NULL,NULL,430,1863,1863,"0, 0",http://pic.nypl.org/address/111284
111285,998,5,1928,NULL,NULL,NULL,NULL,NULL,430,1928,1928,"0, 0",http://pic.nypl.org/address/111285
109146,999,5,1958,NULL,NULL,NULL,NULL,NULL,23,1958,1958,"21.297, -77.781",http://pic.nypl.org/address/109146
109147,999,6,1996,NULL,NULL,NULL,Miami,FL,1,1996,1996,"25.7876106964, -80.2241060808",http://pic.nypl.org/address/109147
109249,1065,5,1971,NULL,NULL,NULL,Neuilly-sur-Marne,Seine-Saint-Denis,9,1971,1971,"48.85, 2.5333",http://pic.nypl.org/address/109249
109250,1065,7,1990s-2010s,NULL,NULL,NULL,Brooklyn,NY,1,1990,2019,"40.692778, -73.990278",http://pic.nypl.org/address/109250
156178,1066,5,1954,NULL,NULL,NULL,Santander,NULL,14,1954,1954,"43.462778, -3.805",http://pic.nypl.org/address/156178
155643,1083,5,"August 5, 1890",NULL,NULL,NULL,Klimovichi,NULL,332,1890,1890,"53.616667, 31.95",http://pic.nypl.org/address/155643
155644,1083,6,23-Aug-77,NULL,NULL,NULL,Waterbury,CT,1,1977,1977,"41.5500077505, -73.0500220151",http://pic.nypl.org/address/155644
156257,1087,5,"September 1, 1893",NULL,NULL,NULL,Okayama,NULL,5,1893,1893,"34.65, 133.916667",http://pic.nypl.org/address/156257
156258,1087,7,1930s,NULL,NULL,NULL,New York,NY,1,1930,1939,"40.7127, -74.0059",http://pic.nypl.org/address/156258
156260,1087,6,14-May-53,NULL,NULL,NULL,New York,NY,1,1953,1953,"40.7127, -74.0059",http://pic.nypl.org/address/156260
160469,1088,5,1956,NULL,NULL,NULL,NULL,NULL,430,1956,1956,"0, 0",http://pic.nypl.org/address/160469
155400,1090,5,"March 19, 1888",NULL,NULL,NULL,Bottrop,Westphalia,3,1888,1888,"51.524722, 6.922778",http://pic.nypl.org/address/155400
155401,1090,6,25-Mar-76,NULL,NULL,NULL,New Haven,CT,1,1976,1976,"41.31, -72.923611",http://pic.nypl.org/address/155401
155402,1090,7,1925-1933,NULL,NULL,NULL,Dessau,NULL,3,1925,1933,"51.833333, 12.25",http://pic.nypl.org/address/155402
155403,1090,7,1933-1949,NULL,NULL,NULL,Black Mountain,NC,1,1933,1949,"35.619167, -82.325556",http://pic.nypl.org/address/155403
155404,1090,7,1950-1976,NULL,NULL,NULL,New Haven,CT,1,1950,1976,"41.31, -72.923611",http://pic.nypl.org/address/155404
159948,1092,5,1898,NULL,NULL,NULL,NULL,NULL,430,1898,1898,"0, 0",http://pic.nypl.org/address/159948
160998,1092,6,1979,NULL,NULL,NULL,NULL,NULL,430,1979,1979,"0, 0",http://pic.nypl.org/address/160998
156754,1096,7,1890,NULL,NULL,NULL,Tokyo,NULL,5,1890,1890,"35.6850169058, 139.751407429",http://pic.nypl.org/address/156754
156755,1096,6,1946,NULL,NULL,NULL,Norwalk,CT,1,1946,1946,"41.093889, -73.419722",http://pic.nypl.org/address/156755
111288,1130,5,1921,NULL,NULL,NULL,Brooklyn,NY,1,1921,1921,"40.692778, -73.990278",http://pic.nypl.org/address/111288
7278,1162,7,1990s-2010s,NULL,NULL,NULL,Mexico City,Distrito Federal,11,1990,2019,"19.4424424428, -99.1309882017",http://pic.nypl.org/address/7278
7279,1162,7,1990s-2010s,NULL,NULL,NULL,New York,NY,1,1990,2010,"40.7127, -74.0059",http://pic.nypl.org/address/7279
111289,1162,5,27-Apr-62,NULL,NULL,NULL,Jalapa,Veracruz,11,1962,1962,"19.54, -96.9275",http://pic.nypl.org/address/111289
159168,1162,7,1990s-2010s,NULL,NULL,NULL,Paris,NULL,9,1990,2019,"48.8567, 2.3508",http://pic.nypl.org/address/159168
156227,1170,5,13-Nov-52,NULL,NULL,NULL,Schwerte,NULL,3,1952,1952,"51.445833, 7.565278",http://pic.nypl.org/address/156227
7307,1188,7,1860s-1917,NULL,NULL,NULL,Glens Falls,NY,1,1860,1917,"43.30952, -73.64401",http://pic.nypl.org/address/7307
111290,1188,5,"May 13, 1844",NULL,NULL,NULL,Wilton,NY,1,1844,1844,"43.18, -73.744167",http://pic.nypl.org/address/111290
111291,1188,6,26-Apr-17,NULL,NULL,NULL,Glens Falls,NY,1,1917,1917,"43.30952, -73.64401",http://pic.nypl.org/address/111291
156249,1190,5,1929,NULL,NULL,NULL,Pasadena,CA,1,1929,1929,"34.1603812856, -118.138871909",http://pic.nypl.org/address/156249
156244,1198,5,16-Nov-54,NULL,NULL,NULL,Oldenburg,NULL,3,1954,1954,"53.1299985953, 8.22000443384",http://pic.nypl.org/address/156244
111292,1202,5,9-Sep-28,NULL,NULL,NULL,Hartford,CT,1,1928,1928,"41.762736, -72.674286",http://pic.nypl.org/address/111292
111293,1202,6,8-Apr-07,NULL,NULL,NULL,New York,NY,1,2007,2007,"40.7127, -74.0059",http://pic.nypl.org/address/111293
176833,1202,7,1960s-1970s,NULL,NULL,NULL,New York,NY,1,1960,1979,"40.7127, -74.0059",http://pic.nypl.org/address/176833
176834,1202,7,1980s,NULL,NULL,NULL,Spoleto,NULL,4,1980,1989,"42.733333, 12.733333",http://pic.nypl.org/address/176834
176835,1202,7,1990s,NULL,NULL,NULL,Chester,CT,1,1990,1999,"41.402222, -72.4825",http://pic.nypl.org/address/176835
155730,1204,5,17-Apr-45,NULL,NULL,NULL,Portland,OR,1,1945,1945,"45.5200238231, -122.679990074",http://pic.nypl.org/address/155730
155731,1204,7,2010s,NULL,NULL,NULL,New York,NY,1,2010,2019,"40.7127, -74.0059",http://pic.nypl.org/address/155731
159982,1219,5,1905,NULL,NULL,NULL,NULL,NULL,430,1905,1905,"0, 0",http://pic.nypl.org/address/159982
161019,1219,6,1984,NULL,NULL,NULL,NULL,NULL,430,1984,1984,"0, 0",http://pic.nypl.org/address/161019
160575,1226,5,1960,NULL,NULL,NULL,NULL,NULL,430,1960,1960,"0, 0",http://pic.nypl.org/address/160575
160197,1229,5,1941,NULL,NULL,NULL,NULL,NULL,430,1941,1941,"0, 0",http://pic.nypl.org/address/160197
160071,1232,5,1927,NULL,NULL,NULL,NULL,NULL,430,1927,1927,"0, 0",http://pic.nypl.org/address/160071
111294,1253,5,1955,NULL,NULL,NULL,Norwich,CT,1,1955,1955,"41.550278, -72.0875",http://pic.nypl.org/address/111294
111295,1265,5,1907,NULL,NULL,NULL,NULL,NULL,430,1907,1907,"0, 0",http://pic.nypl.org/address/111295
111296,1265,6,1975,NULL,NULL,NULL,NULL,NULL,430,1975,1975,"0, 0",http://pic.nypl.org/address/111296
221943,1324,5,1972,NULL,NULL,NULL,NULL,NULL,65,1972,1972,"-23.389, -69.433",http://pic.nypl.org/address/221943
221944,1324,7,2000s-2010s,NULL,NULL,NULL,Cincinnati,OH,1,2000,2019,"39.1, -84.516667",http://pic.nypl.org/address/221944
111297,1362,5,11-Jan-36,NULL,NULL,NULL,Hamburg,NULL,3,1936,1936,"53.565278, 10.001389",http://pic.nypl.org/address/111297
111298,1362,6,29-May-70,NULL,NULL,NULL,New York,NY,1,1970,1970,"40.7127, -74.0059",http://pic.nypl.org/address/111298
